None,None,སྡེ་དགེ་ཨང་།,མགོ་ཤོག,ཤོག་གྲངས།,མཇུག་ཤོག,ཤོག་གྲངས། ,པེ་ཅིན་ཨང་།,མགོ་ཤོག ,ཤོག་གྲངས།,མཇུག་ཤོག,ཤོག་གྲངས།,སྣར་ཐང་ཨང་།,མགོ་ཤོག ,ཤོག་གྲངས།,མཇུག་ཤོག ,ཤོག་གྲངས།,ཅོ་ནེ་ཨང་།,མགོ་ཤོག,ཤོག་གྲངས།,མཇུག་ཤོག,None,གསེར་བྲིས་མའི་ཨང་།,མགོ་ཤོག,ཤོག་གྲངས།,མཇུག་ཤོག,ཤོག་གྲངས།,None
rktsid,None,dergeid,dergevolb,dergepageb,dergevole,dergepagee,pecingid,pecingvolb,pecingpageb,pecingvole,pecingpagee,narthangid,narthangvolb,narthangpageb,narthangvole,narthangpagee,coneid,conevolb,conepageb,conevole,conepagee,gandenid,gandenvolb,gandenpageb,gandenvole,gandenpagee,None
2603.0,རྒྱུན་ཆགས་ཀྱི་ཚིགས་སུ་བཅད་པས་བསྟོད་པ།,None,None,None,None,None,Q4604,rgyud 'grel, pu,1b1,rgyud 'grel, pu,3b8,N3393,rgyud 'grel, pu,1a1,rgyud 'grel, pu,4b6,None,None,None,None,None,GT2603,rgyud 'grel, pu,1b1,rgyud 'grel, pu,5a6,None
2670.0,རྡོ་རྗེ་རྣལ་འབྱོར་མའི་སྒྲུབ་ཐབས།,None,None,None,None,None,Q4671,rgyud 'grel, phu,18a7,rgyud 'grel, phu,18b3,N3460,rgyud 'grel, phu,19a3,rgyud 'grel, phu,19a6,None,None,None,None,None,GT2670,rgyud 'grel, phu,23a6,rgyud 'grel, phu,23b3,None
437.0,བདག་མེད་མ་ལྷ་མོ་བཅོ་ལྔ་ལ་བསྟོད་པ,D1307        ,None,None,None,None,Q2437,rgyud 'grel, phu,211a7,rgyud 'grel, phu,212b4,N3496,rgyud 'grel, phu,203a,rgyud 'grel, phu,204b,C1248,None,None,None,None,None,rgyud 'grel, phu,280a1,rgyud 'grel, phu,281b5,None
437.0,བདག་མེད་མ་ལྷ་མོ་བཅོ་ལྔ་ལ་བསྟོད་པ,D1307,rgyud 'grel, ta,217b5,rgyud 'grel, ta,218b5,Q4707,rgyud 'grel, za,94a2,rgyud 'grel, za,95a3,N1232,rgyud 'grel, za,88a1,rgyud 'grel, za,89a3,C1248,rgyud 'grel, ta,221b5,rgyud 'grel, ta,222b5,GT441,rgyud 'grel, za,120a1,rgyud 'grel, za,121b1,None
2709.0,འཇིག་རྟེན་གསུམ་ལས་རྣམ་པར་རྒྱལ་བ་འཕགས་མ་སྒྲོལ་མ་སྒྲུབ་པའི་ཐབས་ཞེས་བྱ་བ།,None,None,None,None,None,Q4710,rgyud 'grel, phu,214a1,rgyud 'grel, phu,217b1,N3499,rgyud 'grel, phu,205b6,rgyud 'grel, phu,209a4,None,None,None,None,None,GT2709,rgyud 'grel, phu,285a1,rgyud 'grel, phu,289a5,None
None,གཡུའི་ཐང་མ་ཀྲས་དགུ།,None,None,None,None,None,Q4729,rgyud 'grel, bu,426b4,rgyud 'grel, bu,433a5,N3518,rgyud 'grel, bu,389a5,rgyud 'grel, bu,395a6,None,None,None,None,None,GT2728,rgyud 'grel, bu,523a6,rgyud 'grel, bu,531b2,None
2787.0,བསྡུས་པའི་རིམ་པའི་སྒྲུབ་ཐབས།,None,None,None,None,None,Q4788,rgyud 'grel, zhu,1a1,rgyud 'grel, zhu,12a6,N3577,rgyud 'grel, zhu,1a1,rgyud 'grel, zhu,12a5,None,None,None,None,None,GT2787,rgyud 'grel, zhu,1a1,rgyud 'grel, zhu,14b3,None
91.0,རྣལ་འབྱོར་ཡན་ལག་དྲུག་པ་ཞེས་བྱ་བ།,D1375,None,None,None,None,Q2091,rgyud 'grel, zhu,50a6,rgyud 'grel, zhu,53a7,N3581,rgyud 'grel, zhu,46a6,rgyud 'grel, zhu,49a2,C1316,None,None,None,None,GT92,rgyud 'grel, zhu,65a1,rgyud 'grel, zhu,69a6,None
91.0,None,D1375,(no check),None,None,None,Q4792,rgyud 'grel, nga,281a2,rgyud 'grel, ngha,281b1,N881,rgyud 'grel, nga,283a5,rgyud 'grel, nga,283b4,C1316,(no check),None,None,None,GT92,rgyud 'grel, nga,386b4,rgyud 'grel, nga,387a5,None
2827.0,ཤ་ཟ་གནོད་སྦྱིན་མཁའ་འགྲོ་ཀུན་ནས་འཁྱིལ་པའི་རྟོགས་པ་ལ་བྱུང་བའི་གྭ་ཐབས་ཞེས་བྱ་བ།,None,None,None,None,None,Q4828,rgyud 'grel, zhu,219a3,rgyud 'grel, zhu,220a2,N3617,rgyud 'grel, zhu,205b2,rgyud 'grel, zhu,206a7,None,None,None,None,None,GT2827,rgyud 'grel, zhu,296a1,rgyud 'grel, zhu,297b2,None
2828.0,གནོད་སྦྱིན་མ་ཀུན་ནས་འཁྱིལ་པའི་གྭ་ཐབས་ཀྱི་དོན་བསྡུས་པའི་འགྲེལ་པ།,None,None,None,None,None,Q4829,rgyud 'grel, zhu,220a2,rgyud 'grel, zhu,222b7,N3618,rgyud 'grel, zhu,206a7,rgyud 'grel, zhu,208b,None,None,None,None,None,GT2828,rgyud 'grel, zhu,297b3,rgyud 'grel, zhu,301a5,None
1673.0,འཕགས་པ་ཡི་གེ་དྲུག་པའི་སྒྲུབ་ཐབས།,None,None,None,None,None,Q3674,rgyud 'grel, zu,122b2,rgyud 'grel, zu,123a7,N2471,rgyud 'grel, zu,118a4,rgyud 'grel, zu,119a1,C2813,None,None,None,None,GT1681,rgyud 'grel, zu,151a1,rgyud 'grel, zu,152b1,None
2846.0,ཕྱག་ན་རྡོ་རྗེ་གཏུམ་པོ་ཆེན་པོ་ཁྲོས་པ་ཞེས་བྱ་བའི་སྒྲུབ་ཐབས། ,None,None,None,None,None,Q4847,rgyud 'grel, zu,139b8,rgyud 'grel, zu,142a5,N3636,rgyud 'grel, zu,135a,rgyud 'grel, zu,137b,None,None,None,None,None,GT2846,rgyud 'grel, zu,179b1,rgyud 'grel, zu,182a5,None
2847.0,སྔགས་ཀྱི་དོན་འཇུག་པ།,None,None,None,None,None,Q4856,rgyud 'grel, zu,164b7,rgyud 'grel, zu,166a7,N3637,rgyud 'grel, zu,162b7,rgyud 'grel, zu,164b6,None,None,None,None,None,GT2847,rgyud 'grel, zu,217a1,rgyud 'grel, zu,219b3,None
2855.0,དབང་གི་མན་ངག,None,None,None,None,None,Q4857,rgyud 'grel, zu,166a7,rgyud 'grel, zu,167a6,N3645,rgyud 'grel, zu,164b6,rgyud 'grel, zu,166a1,None,None,None,None,None,GT2855,rgyud 'grel, zu,219b3,rgyud 'grel, zu,220b5,None
2857.0,དམ་ཚིག་སྦས་པ།,None,None,None,None,None,Q4858,rgyud 'grel, zu,167a6,rgyud 'grel, zu,168a7,N3647,rgyud 'grel, zu,166a1,rgyud 'grel, zu,167b4,None,None,None,None,None,GT2857,rgyud 'grel, zu,220b5,rgyud 'grel, zu,222a3,None
2858.0,གཞལ་ཡས་ཁང་སྦྱིན་པ།,None,None,None,None,None,Q4859,rgyud 'grel, zu,168a8,rgyud 'grel, zu,169a7,N3648,rgyud 'grel, zu,167a4,rgyud 'grel, zu,168a4,None,None,None,None,None,GT2858,rgyud 'grel, zu,222a3,rgyud 'grel, zu,223a5,None
2859.0,ཆུ་གཏོར་གྱི་ཆོ་ག,None,None,None,None,None,Q4860,rgyud 'grel, zu,169a7,rgyud 'grel, zu,170a4,N3649,rgyud 'grel, zu,168a4,rgyud 'grel, zu,169a2,None,rgyud 'grel, tshu,221b2,rgyud 'grel, tshu,222a6,GT2859,rgyud 'grel, zu,223a5,rgyud 'grel, zu,224a5,None
217.0,སྦྱིན་སྲེག་གི་ཆོ་ག,None,None,None,None,None,Q4861,rgyud 'grel, zu,170a4,rgyud 'grel, zu,171a5,N3650,rgyud 'grel, zu,169a2,rgyud 'grel, zu,170a3,C1164,None,None,None,None,GT219,rgyud 'grel, zu,324a5,rgyud 'grel, zu,325b3,None
217.0,སྦྱིན་སྲེག་གི་ཆོ་ག,None,None,None,None,None,Q3025,rgyud 'grel, bi,42b7,rgyud 'grel, bi,46b6,N1820,rgyud 'grel, bi,37b1,rgyud 'grel, bi,40b2,None,None,None,None,None,None,None,None,None,None,None
217.0,སྦྱིན་སྲེག་གི་ཆོ་ག,None,None,None,None,None,Q2352,rgyud 'grel, zha,27a8,rgyud 'grel, zha,30b6,N1147,rgyud 'grel, zha,25b7,rgyud 'grel, zha,28b6,None,None,None,None,None,None,None,None,None,None,None
217.0,སྦྱིན་སྲེག་གི་ཆོ་ག,None,None,None,None,None,Q5153,rgyud 'grel, lu,178a4,rgyud 'grel, lu,179a5,N3942,rgyud 'grel, lu,175a5,rgyud 'grel, lu,176a5,None,None,None,None,None,None,None,None,None,None,None
None,ལྷ་མཆོད་པའི་རིམ་པ།,None,None,None,None,None,Q4862,rgyud 'grel, zu,171a6,rgyud 'grel, zu,172b1,N3651,rgyud 'grel, zu,170a3,rgyud 'grel, zu,171b1,None,None,None,None,None,GT2861,rgyud 'grel, zu,225b3,rgyud 'grel, zu,227a3,None
217.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,GT3151,rgyud 'grel, lu,294b1,rgyud 'grel, lu,295b6,None
2862.0,ཚེ་བསྒྲུབ་པའི་ཐབས།,None,None,None,None,None,Q4863,rgyud 'grel, zu,172b2,rgyud 'grel, zu,173b1,N3652,rgyud 'grel, zu,171b1,rgyud 'grel, zu,172a7,None,None,None,None,None,GT2862,rgyud 'grel, zu,227a3,rgyud 'grel, zu,228a4,None
2863.0,འཆི་བ་སླུ་བ།,None,None,None,None,None,Q4864,rgyud 'grel, zu,173b1,rgyud 'grel, zu,174a7,N3653,rgyud 'grel, zu,172b2,rgyud 'grel, zu,173b1,None,None,None,None,None,GT2863,rgyud 'grel, zu,228a4,rgyud 'grel, zu,229a6,None
2864.0,འཆི་ཀ་མའི་བསྟན་ཆོས།,None,None,None,None,None,Q4865,rgyud 'grel, zu,174a7,rgyud 'grel, zu,175a8,N3654,rgyud 'grel, zu,173b1,rgyud 'grel, zu,174b2,None,None,None,None,None,GT2864,rgyud 'grel, zu,229a6,rgyud 'grel, zu,230b3,None
2865.0,རོ་བསྲེག་པའི་ཆོ་ག,None,None,None,None,None,Q4866,rgyud 'grel, zu,175b1,rgyud 'grel, zu,176b3,N3655,rgyud 'grel, zu,174b2,rgyud 'grel, zu,175b5,None,None,None,None,None,GT2865,rgyud 'grel, zu,231a1,rgyud 'grel, zu,232b5,None
512.0,བདུན་ཚིགས་ཀྱི་ཆོ་ག,D1640,None,None,None,None,Q4867,rgyud 'grel, zu,176b3,rgyud 'grel, zu,177b4,N3656,rgyud 'grel, zu,175b5,rgyud 'grel, zu,305a6,C1584,None,None,None,None,GT516,rgyud 'grel, zu,232b6,rgyud 'grel, zu,234a2,None
512.0,བདུན་ཚིགས་ཀྱི་ཆོ་ག,None,None,None,None,None,Q2512,rgyud 'grel, 'a,337b1,rgyud 'grel, 'a,338a6,N1307,rgyud 'grel, 'a,304b5,rgyud 'grel, 'a,176b6,C1584,(no check),None,None,None,GT516,rgyud 'grel, 'a,397b6,rgyud 'grel, 'a,398b2,None
2867.0,ཚ་ཚྭའི་ཆོ་ག,None,None,None,None,None,Q4868,rgyud 'grel, zu,177b4,rgyud 'grel, zu,178b5,N3657,rgyud 'grel, zu,176b6,rgyud 'grel, zu,178a1,None,None,None,None,None,GT2867,rgyud 'grel, zu,234a3,rgyud 'grel, zu,235a6,None
562.0,འཕགས་མ་སྒྲོལ་མ་ལ་བསྟོད་པ,None,None,None,None,None,Q4874,rgyud 'grel, zu,185a6,rgyud 'grel, zu,185b8,N3663,rgyud 'grel, zu,184a2,rgyud 'grel, zu,184b5,None,None,None,None,None,GT2873,rgyud 'grel, zu,244a1,rgyud 'grel, zu,245a5,None
562.0,འཕགས་མ་སྒྲོལ་མ་ལ་བསྟོད་པ,D1693,rgyud 'grel, sha,49b6,rgyud 'grel, sha,51a3,Q2562,rgyud 'grel, la,45b5,rgyud 'grel, la,47a6,N1357,rgyud 'grel, la,39b1,rgyud 'grel, la,40b5,C1637,rgyud 'grel, sha,49b6,rgyud 'grel, sha,51a3,GT565,rgyud 'grel, la,52a1,rgyud 'grel, la,54a4,None
562.0,འཕགས་མ་སྒྲོལ་མ་ལ་བསྟོད་པ,D1693,(no check),None,None,None,Q4875,rgyud 'grel, zu,186a1,rgyud 'grel, zu,187a3,N3664,rgyud 'grel, zu,184b5,rgyud 'grel, zu,185b6,C1637,(no check),None,None,None,GT565,(no check),None,None,None,None
2877.0,ཐམས་ཅད་གྲུབ་པ་དཔལ་འཕེལ་ལྷ་མོ་ལ་བསྟོད་པ།,None,None,None,None,None,Q4878,rgyud 'grel, zu,190a3,rgyud 'grel, zu,190b4,N3667,rgyud 'grel, zu,190b5,rgyud 'grel, zu,191a7,None,None,None,None,None,GT2877,rgyud 'grel, zu,251b2,rgyud 'grel, zu,252a4,None
2891.0,ཁྲོ་བོའི་རྒྱལ་པོ་མི་གཡོ་བའི་བསྒྲུབ་པའི་ཐབས།,None,None,None,None,None,Q4892,rgyud 'grel, zu,243a3,rgyud 'grel, zu,246b4,N3681,rgyud 'grel, zu,242b4,rgyud 'grel, zu,246b1,None,None,None,None,None,GT2891,rgyud 'grel, zu,322a1,rgyud 'grel, zu,326b4,None
None,དཔལ་ནག་པོ་ཆེན་པོའི་སྒྲུབ་ཐབས་ཞེས་བྱ་བ།,None,None,None,None,None,Q4900,rgyud 'grel, zu,258b3,rgyud 'grel, zu,259a7,N3670,rgyud 'grel, zu,259a4,rgyud 'grel, zu,260a1,None,None,None,None,None,GT2880,rgyud 'grel, zu,344b4,rgyud 'grel, zu,345b3,None
2941.0,ནག་པོ་ཆེན་པོ་ཕྱག་བཞི་པའི་སྒྲུབ་ཐབས།,None,None,None,None,None,Q4942,rgyud 'grel, 'u,13b5,rgyud 'grel, 'u,14b6,N3731,rgyud 'grel, 'u,15a2,rgyud 'grel, 'u,16a1,None,None,None,None,None,GT2941,rgyud 'grel, 'u,17a2,rgyud 'grel, 'u,18a5,None
2942.0,ཡེ་ཤེས་མགོན་པོ་གྲི་གུག་གི་ཅན་གྱི་བདག་བསྐྱེད་བཟླས་པ་བསྟོད་པ།,None,None,None,None,None,Q4943,rgyud 'grel, 'u,14b7,rgyud 'grel, 'u,16a5,N3732,rgyud 'grel, 'u,16a1,rgyud 'grel, 'u,17a3,None,None,None,None,None,GT2942,rgyud 'grel, 'u,18a5,rgyud 'grel, 'u,19b5,None
2961.0,མགོན་པོ་བྱ་རོག་གདོང་གི་གཏོར་མདོས།,None,None,None,None,None,Q4962,rgyud 'grel, 'u,48a2,rgyud 'grel, 'u,56a6,N3751,rgyud 'grel, 'u,42b1,rgyud 'grel, 'u,51a3,None,None,None,None,None,GT2961,rgyud 'grel, 'u,55a5,rgyud 'grel, 'u,66a5,None
2970.0,གླང་པོ་རིན་པོ་ཆེ་ལ་ནོར་བླང་བའི་མན་ངག་ཅེས་བྱ་བ།,None,None,None,None,None,Q4971,rgyud 'grel, 'u,80b2,rgyud 'grel, 'u,82b1,N3760,rgyud 'grel, 'u,76a5,rgyud 'grel, 'u,78a2,None,None,None,None,None,GT2970,rgyud 'grel, 'u,102b1,rgyud 'grel, 'u,104b4,None
2980.0,ཤིན་ཏུ་མྱུར་བའི་ལྷ་ཆེན་པོ་བགེགས་ཀྱི་རྒྱལ་པོའི་སྒྲུབ་ཐབས་ཞེས་བྱ་བ།,None,None,None,None,None,Q4981,rgyud 'grel, 'u,93a1,rgyud 'grel, 'u,93b2,N3770,rgyud 'grel, 'u,87a5,rgyud 'grel, 'u,87b5,None,None,None,None,None,GT2980,rgyud 'grel, 'u,118a5,rgyud 'grel, 'u,119a2,None
2985.0,དཔལ་ཚོགས་ཀྱི་བདག་པོ་ཞི་བའི་སྒྲུབ་ཐབས།,None,None,None,None,None,Q4986,rgyud 'grel, 'u,97b5,rgyud 'grel, 'u,99a1,N3775,rgyud 'grel, 'u,91b3,rgyud 'grel, 'u,92b4,None,None,None,None,None,GT2985,rgyud 'grel, 'u,125b1,rgyud 'grel, 'u,126b6,None
3005.0,རེག་འབིགས་མའི་སྒྲུབ་ཐབས།,None,None,None,None,None,Q5006,rgyud 'grel, 'u,128a2,rgyud 'grel, 'u,128b8,N3795,rgyud 'grel, 'u,119b3,rgyud 'grel, 'u,120a7,None,None,None,None,None,GT3005,rgyud 'grel, 'u,166a4,rgyud 'grel, 'u,167a3,None
3006.0,སྐལ་འཇོག་དབང་གི་ཆོ་ག,None,None,None,None,None,Q5007,rgyud 'grel, 'u,129a1,rgyud 'grel, 'u,130b2,N3796,rgyud 'grel, 'u,120b1,rgyud 'grel, 'u,121b6,None,None,None,None,None,GT3006,rgyud 'grel, 'u,167a3,rgyud 'grel, 'u,168b6,None
3007.0,ཁྲོ་བོ་རེག་ཚིག་གི་དམ་ཚིག་གསང་བའི་སྒྲུབ་ཐབས།,None,None,None,None,None,Q5008,rgyud 'grel, 'u,130b2,rgyud 'grel, 'u,131b4,N3797,rgyud 'grel, 'u,121b6,rgyud 'grel, 'u,122b7,None,None,None,None,None,GT3007,rgyud 'grel, 'u,168b6,rgyud 'grel, 'u,170a3,None
3008.0,ཁྲོ་བོ་རེག་ཚིག་གི་སྦྱིན་སྲེག་གི་ཆོ་ག་ཞེས་བྱ་བ།,None,None,None,None,None,Q5009,rgyud 'grel, 'u,131b4,rgyud 'grel, 'u,133a2,N3798,rgyud 'grel, 'u,122b7,rgyud 'grel, 'u,124a5,None,None,None,None,None,GT3008,rgyud 'grel, 'u,170a3,rgyud 'grel, 'u,171b4,None
3010.0,ལྷ་ཆེན་པོ་གསུམ་གྱི་སྒྲུབ་ཐབས།,None,None,None,None,None,Q5011,rgyud 'grel, 'u,133b5,rgyud 'grel, 'u,134a7,N3800,rgyud 'grel, 'u,124b7,rgyud 'grel, 'u,125b1,None,None,None,None,None,GT3010,rgyud 'grel, 'u,172b2,rgyud 'grel, 'u,173a5,None
3016.0,བླ་མ་གསང་བར་སྒྲུབ་པ་ཞེས་བྱ་བ།,None,None,None,None,None,Q5017,rgyud 'grel, yu,32b8,rgyud 'grel, yu,35a6,N3806,rgyud 'grel, yu,32b4,rgyud 'grel, yu,34b3,None,None,None,None,None,GT3016,rgyud 'grel, yu,40a1,rgyud 'grel, yu,42a5,None
3024.0,རྟེན་འབྲེལ་སྙིང་པོའི་སྔགས་ཐེམ་ཞིབ་མོར་བཀོད་པ།,None,None,None,None,None,Q5025,rgyud 'grel, yu,210a4,rgyud 'grel, yu,210b3,N3814,rgyud 'grel, yu,209b2,rgyud 'grel, yu,210a2,None,None,None,None,None,GT3024,rgyud 'grel, yu,252a1,rgyud 'grel, yu,252b6,None
3132.0,འཕགས་པ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་སྟོང་ཕྲག་ཉི་ཤུ་ལྔ་པའི་ཚུལ་གྱི་མངོན་པར་རྟོགས་པའི་རྒྱན་གྱི་འགྲེལ་པ,D3787,mdo 'grel (sher phyin), ka,14a1,mdo 'grel (sher phyin), ka,212a7,Q5185,sher phyin, ka,15b3,sher phyin, ka,249a7,N3974,mdo 'grel, ka,14a1,mdo 'grel, ka,230b6,C3753,sher phyin, ka,14a1,sher phyin, ka,223a7,GT3189,mdo 'grel, ka,18a1,mdo 'grel, ka,303a6,None
3133.0,འཕགས་པ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་སྟོང་ཕྲག་ཉི་ཤུ་ལྔ་པའི་མན་ངག་གི་བསྟན་བཅོས་མངོན་པར་རྟོགས་པའི་རྒྱན་གྱི་ཚིག་ལེའུར་བྱས་པའི་རྣམ་པར་འགྲེལ་པ,D3788,mdo 'grel (sher phyin), kha,1b1,mdo 'grel (sher phyin), kha,181a7,Q5186,sher phyin, kha,1a1,sher phyin, kha,207a5,N3975,mdo 'grel, kha,1a1,mdo 'grel, kha,199a4,C3754,sher phyin, kha,1a1,sher phyin, kha,197a7,GT3190,mdo 'grel, kha,1a1,mdo 'grel, kha,258a6,None
3135.0,ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་སྟོང་ཕྲག་ཉི་ཤུ་ལྔ་པ,D3790,mdo 'grel (sher phyin), ga,1b1,mdo 'grel (sher phyin), ca,342a7,Q5188,sher phyin, ga,1b1,sher phyin, ca,403a7,N3977,mdo 'grel, ga,1b,mdo 'grel, ca,388b5,C3756,sher phyin, ga,1a1,sher phyin,ca,358a7,GT3192,mdo 'grel, ga,1b1,mdo 'grel, ca,567a4,None
3136.0,འཕགས་པ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་བརྒྱད་སྟོང་པའི་བཤད་པ་མངོན་པར་རྟོགས་པའི་རྒྱན་གྱི་སྣང་བ,D3791,mdo 'grel (sher phyin), cha,1b1,mdo 'grel (sher phyin), cha,341a7,Q5189,sher phyin, cha,1a1,sher phyin, cha,426a7,N3978,mdo 'grel, cha,1b,mdo 'grel, cha,407a4,C3757,sher phyin, cha,1a1,sher phyin, cha,360a7,GT3193,mdo 'grel, cha,1b1,mdo 'grel, cha,523a5,None
3137.0,བཅོམ་ལྡན་འདས་ཡོན་ཏན་རིན་པོ་ཆེ་སྡུད་པའི་ཚིགས་སུ་བཅད་པའི་དཀའ་འགྲེལ,D3792,mdo 'grel (sher phyin), ja,1b1,mdo 'grel (sher phyin), ja,78a7,Q5190,sher phyin, ja,1a1,sher phyin, ja,93b5,N3979,mdo 'grel, ja,1a1,mdo 'grel, ja,87b7,C3758,sher phyin, ja,1a1,mdo 'grel, ja,103b4,GT3194,mdo 'grel, ja,1a1,mdo 'grel, ja,107a4,None
3138.0,ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པའི་མན་ངག་གི་བསྟན་བཅོས་མངོན་པར་རྟོགས་པའི་རྒྱན་ཞེས་བྱ་བའི་འགྲེལ་པ,D3793,mdo 'grel (sher phyin), ja,78b1,mdo 'grel (sher phyin), ja,140a7,Q5191,sher phyin, ja,93a5,sher phyin, ja,161a7,N3980,mdo 'grel, ja,88a1,mdo 'grel, ja,154a7,C3759,sher phyin, ja,103b4,mdo 'grel, ja,146a4,GT3195,mdo 'grel, ja,108b1,mdo 'grel, ja,194b3,None
3139.0,ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པའི་མན་ངག་གི་བསྟན་བཅོས་མངོན་པར་རྟོགས་པའི་རྒྱན་ཞེས་བྱ་བའི་འགྲེལ་པ་རྟོགས་པར་དཀའ་བའི་སྣང་བ་ཞེས་བྱ་བའི་འགྲེལ་བཤད,D3794,mdo 'grel (sher phyin), ja,140b1,mdo 'grel (sher phyin), ja,254a7,Q5192,sher phyin, ja,161a8,sher phyin, ja,289a3,N3981,mdo 'grel, ja,154a7,mdo 'grel, ja,276a2,C3760,sher phyin, ja,147a4,mdo 'grel, ja,265a6,GT3196,mdo 'grel, ja,195b1,mdo 'grel, ja,359a6,None
3149.0,ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པའི་དོན་བསྡུས་སྒྲོན་མ,D3804,mdo 'grel (sher phyin), tha ,230b1,mdo 'grel (sher phyin), tha,240a7,Q5201,sher phyin, tha,253a5,sher phyin, tha,262a8,N3990,mdo 'grel, tha,261b2,mdo 'grel, tha,272a3,C3770,sher phyin, tha,236a1,sher phyin,tha,245a7,GT3205,mdo 'grel, tha,337a1,mdo 'grel, tha,350a6,None
3149.0,ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པའི་དོན་བསྡུས་སྒྲོན་མ,D3804,(no check),None,None,None,Q5873,ngo mtshar bstan bcos, nyo,463a5,ngo mtshar bstan bcos, nyo,475a5,None,ngo mtshar bstan bcos, nyo,463a5,ngo mtshar bstan bcos, nyo,475a7,C3770,(no check),None,None,None,None,ngo mtshar bstan bcos, nyo,568a1,ngo mtshar bstan bcos, nyo,581b4,None
3153.0,འཕགས་པ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་འབུམ་པ་དང་ཉི་ཁྲི་ལྔ་སྟོང་པ་དང་ཁྲི་བརྒྱད་སྟོང་པའི་རྒྱ་ཆེར་བཤད་པ,D3808,mdo 'grel (sher phyin), pha,1b1,mdo 'grel (sher phyin), pha,292b3,Q5206,sher phyin, pha,1a1,sher phyin, pha,333a6,N3995,sher phyin, pha,1a1,sher phyin, pha,411a5,C3774,sher phyin, pha,1a1,sher phyin, pha,299a3,GT3210,mdo 'grel, pha,1a1,mdo 'grel, pha,411a5,None
3154.0,འཕགས་པ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་མ་བསྡུས་པའི་ཚིག་ལེའུར་བྱས་པ,D3809,mdo 'grel (sher phyin), pha,292b4,mdo 'grel (sher phyin), pha,294b7,Q5207,sher phyin, pha,333a6,sher phyin, pha,336a2,N3996,sher phyin, pha,412a1,sher phyin, pha,415b4,C3775,sher phyin, pha,299a3,sher phyin, pha,301b3,GT3211,mdo 'grel, pha,412b1,mdo 'grel, pha,415b5,None
3154.0,འཕགས་པ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་མ་བསྡུས་པའི་ཚིག་ལེའུར་བྱས་པ,D3809,(no check),None,None,None,Q5870,ngo mtshar bstan bcos, nyo,419a3,ngo mtshar bstan bcos, nyo,423b8,None,ngo mtshar bstan bcos, nyo,391a1,ngo mtshar bstan bcos, nyo,396b5,C3775,(no check),None,None,None,None,ngo mtshar bstan bcos, nyo,509a1,ngo mtshar bstan bcos, nyo,516a3,None
3160.0,འཕགས་པ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་བདུན་བརྒྱ་པ་རྒྱ་ཆེར་བཤད་པ,D3815,mdo 'grel (sher phyin), ma,89a7,mdo 'grel (sher phyin), ma,178a5,Q5215,sher phyin, ma,105a6,sher phyin, ma,209b4,N4004,sher phyin, ma,103a7,sher phyin, ma,212a2,C3781,sher phyin, ma,89a7,sher phyin, ma,178b6,GT3218,None,None,None,None,None
3161.0,འཕགས་པ་བཅོམ་ལྡན་འདས་མ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་རྡོ་རྗེ་གཅོད་པའི་དོན་བདུན་གྱི་རྒྱ་ཆེར་འགྲེལ་པ,D3816,mdo 'grel (sher phyin), ma,178a5,mdo 'grel (sher phyin), ma,203b7,None,None,None,None,None,None,None,None,None,None,C3782,sher phyin, ma,178b6,sher phyin, ma,203b3,GT3215,mdo 'grel, ma,10a4,mdo 'grel, ma,278b3,None
3162.0,འཕགས་པ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་རྡོ་རྗེ་གཅོད་པའི་རྒྱ་ཆེར་འགྲེལ་པ,D3817,mdo 'grel (sher phyin), ma,204a1,mdo 'grel (sher phyin), ma,267a7,Q5216,sher phyin, ma,209b4,sher phyin, ma,285b5,N4005,sher phyin, ma,212a2,sher phyin, ma,291b4,C3783,sher phyin, ma,203b4,sher phyin, ma,267a1,GT3219,mdo 'grel, ma,279a1,mdo 'grel, ma,382b6,None
